,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Capt.,Title_Col.,Title_Don.,Title_Dr.,Title_Major.,Title_Master.,Title_Misc.,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Ms.,Title_Rev.
269,1,35.0,0,0,135.6333,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
270,1,41.58045977011494,0,0,31.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
271,3,25.0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
272,2,41.0,0,1,19.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
273,1,37.0,0,1,29.7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
274,3,16.1231884057971,0,0,7.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
275,1,63.0,1,0,77.9583,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
276,3,45.0,0,0,7.75,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
277,2,32.76829268292683,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
278,3,7.0,4,1,29.125,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
279,3,35.0,1,1,20.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
280,3,65.0,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
281,3,28.0,0,0,7.8542,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
282,3,16.0,0,0,9.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
283,3,19.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
284,1,41.58045977011494,0,0,26.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
285,3,33.0,0,0,8.6625,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
286,3,30.0,0,0,9.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
287,3,22.0,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
288,2,42.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
289,3,22.0,0,0,7.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
290,1,26.0,0,0,78.85,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
291,1,19.0,1,0,91.0792,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292,2,36.0,0,0,12.875,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
293,3,24.0,0,0,8.85,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
294,3,24.0,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
295,1,41.58045977011494,0,0,27.7208,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,3,23.5,0,0,7.2292,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
297,1,2.0,1,2,151.55,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
298,1,41.58045977011494,0,0,30.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
299,1,50.0,0,1,247.5208,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,3,16.1231884057971,0,0,7.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
301,3,28.724890829694324,2,0,23.25,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
302,3,19.0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
303,2,22.390625,0,0,12.35,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
304,3,28.724890829694324,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
305,1,0.92,1,2,151.55,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
306,1,30.0,0,0,110.8833,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
307,1,17.0,1,0,108.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308,2,30.0,1,0,24.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
309,1,30.0,0,0,56.9292,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310,1,24.0,0,0,83.1583,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
311,1,18.0,2,2,262.375,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
312,2,26.0,1,1,26.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
313,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
314,2,43.0,1,1,26.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
315,3,26.0,0,0,7.8542,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
316,2,24.0,1,0,26.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
317,2,54.0,0,0,14.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
318,1,31.0,0,2,164.8667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
319,1,40.0,1,1,134.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
320,3,22.0,0,0,7.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
321,3,27.0,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
322,2,30.0,0,0,12.35,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
323,2,22.0,1,1,29.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
324,3,28.724890829694324,8,2,69.55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
325,1,36.0,0,0,135.6333,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
326,3,61.0,0,0,6.2375,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
327,2,36.0,0,0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
328,3,31.0,1,1,20.525,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
329,1,16.0,0,1,57.9792,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330,3,16.1231884057971,2,0,23.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
331,1,45.5,0,0,28.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
332,1,38.0,0,1,153.4625,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
333,3,16.0,2,0,18.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
334,1,40.88235294117647,1,0,133.65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
335,3,28.724890829694324,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
336,1,29.0,1,0,66.6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
337,1,41.0,0,0,134.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
338,3,45.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
339,1,45.0,0,0,35.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
340,2,2.0,1,1,26.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
341,1,24.0,3,2,263.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
342,2,28.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
343,2,25.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
344,2,36.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
345,2,24.0,0,0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
346,2,40.0,0,0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
347,3,33.515151515151516,1,0,16.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
348,3,3.0,1,1,15.9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
349,3,42.0,0,0,8.6625,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
350,3,23.0,0,0,9.225,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
351,1,41.58045977011494,0,0,35.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
352,3,15.0,1,1,7.2292,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
353,3,25.0,1,0,17.8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
354,3,28.724890829694324,0,0,7.225,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
355,3,28.0,0,0,9.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
356,1,22.0,0,1,55.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
357,2,38.0,0,0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
358,3,16.1231884057971,0,0,7.8792,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
359,3,16.1231884057971,0,0,7.8792,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
360,3,40.0,1,4,27.9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
361,2,29.0,1,0,27.7208,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
362,3,45.0,0,1,14.4542,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
363,3,35.0,0,0,7.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
364,3,28.724890829694324,1,0,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
365,3,30.0,0,0,7.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
366,1,60.0,1,0,75.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
367,3,33.515151515151516,0,0,7.2292,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,3,16.1231884057971,0,0,7.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
369,1,24.0,0,0,69.3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
370,1,25.0,1,0,55.4417,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
371,3,18.0,1,0,6.4958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
372,3,19.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
373,1,22.0,0,0,135.6333,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,3,3.0,3,1,21.075,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
375,1,40.88235294117647,1,0,82.1708,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
376,3,22.0,0,0,7.25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
377,1,27.0,0,2,211.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
378,3,20.0,0,0,4.0125,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
379,3,19.0,0,0,7.775,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
380,1,42.0,0,0,227.525,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
381,3,1.0,0,2,15.7417,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
382,3,32.0,0,0,7.925,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
383,1,35.0,1,0,52.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
384,3,28.724890829694324,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
385,2,18.0,0,0,73.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
386,3,1.0,5,2,46.9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
387,2,36.0,0,0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
388,3,28.724890829694324,0,0,7.7292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
389,2,17.0,0,0,12.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390,1,36.0,1,2,120.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
391,3,21.0,0,0,7.7958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
392,3,28.0,2,0,7.925,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
393,1,23.0,1,0,113.275,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394,3,24.0,0,2,16.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
395,3,22.0,0,0,7.7958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
396,3,31.0,0,0,7.8542,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
397,2,46.0,0,0,26.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
398,2,23.0,0,0,10.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
399,2,28.0,0,0,12.65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
400,3,39.0,0,0,7.925,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
401,3,26.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
402,3,21.0,1,0,9.825,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
403,3,28.0,1,0,15.85,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
404,3,20.0,0,0,8.6625,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
405,2,34.0,1,0,21.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
406,3,51.0,0,0,7.75,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
407,2,3.0,1,1,18.75,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
408,3,21.0,0,0,7.775,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
409,3,16.1231884057971,3,1,25.4667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
410,3,28.724890829694324,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
411,3,28.724890829694324,0,0,6.8583,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
412,1,33.0,1,0,90.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
413,2,32.76829268292683,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
414,3,44.0,0,0,7.925,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
415,3,33.515151515151516,0,0,8.05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
416,2,34.0,1,1,32.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
417,2,18.0,0,2,13.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
418,2,30.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
419,3,10.0,0,2,24.15,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
420,3,28.724890829694324,0,0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
421,3,21.0,0,0,7.7333,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
422,3,29.0,0,0,7.875,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
423,3,28.0,1,1,14.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
424,3,18.0,1,1,20.2125,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
425,3,28.724890829694324,0,0,7.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
426,2,28.0,1,0,26.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
427,2,19.0,0,0,26.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
428,3,28.724890829694324,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
429,3,32.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
430,1,28.0,0,0,26.55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
431,3,33.515151515151516,1,0,16.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
432,2,42.0,1,0,26.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
433,3,17.0,0,0,7.125,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
434,1,50.0,1,0,55.9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
435,1,14.0,1,2,120.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
436,3,21.0,2,2,34.375,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
437,2,24.0,2,3,18.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
438,1,64.0,1,4,263.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
439,2,31.0,0,0,10.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
440,2,45.0,1,1,26.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
441,3,20.0,0,0,9.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
442,3,25.0,1,0,7.775,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
443,2,28.0,0,0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
444,3,28.724890829694324,0,0,8.1125,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
445,1,4.0,0,2,81.8583,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
446,2,13.0,0,1,19.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
447,1,34.0,0,0,26.55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
448,3,5.0,2,1,19.2583,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
449,1,52.0,0,0,30.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
450,2,36.0,1,2,27.75,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
451,3,28.724890829694324,1,0,19.9667,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
452,1,30.0,0,0,27.75,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
453,1,49.0,1,0,89.1042,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
454,3,28.724890829694324,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
455,3,29.0,0,0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
456,1,65.0,0,0,26.55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
457,1,40.88235294117647,1,0,51.8625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
458,2,50.0,0,0,10.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
459,3,28.724890829694324,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
460,1,48.0,0,0,26.55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
461,3,34.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
462,1,47.0,0,0,38.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
463,2,48.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
464,3,28.724890829694324,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
465,3,38.0,0,0,7.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
466,2,32.76829268292683,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
467,1,56.0,0,0,26.55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
468,3,28.724890829694324,0,0,7.725,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
469,3,0.75,2,1,19.2583,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
470,3,28.724890829694324,0,0,7.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
471,3,38.0,0,0,8.6625,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
472,2,33.0,1,2,27.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
473,2,23.0,0,0,13.7917,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
474,3,22.0,0,0,9.8375,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
475,1,41.58045977011494,0,0,52.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
476,2,34.0,1,0,21.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
477,3,29.0,1,0,7.0458,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
478,3,22.0,0,0,7.5208,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
479,3,2.0,0,1,12.2875,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
480,3,9.0,5,2,46.9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
481,2,32.76829268292683,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
482,3,50.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
483,3,63.0,0,0,9.5875,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
484,1,25.0,1,0,91.0792,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
485,3,16.1231884057971,3,1,25.4667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
486,1,35.0,1,0,90.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
487,1,58.0,0,0,29.7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
488,3,30.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
489,3,9.0,1,1,15.9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
490,3,28.724890829694324,1,0,19.9667,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
491,3,21.0,0,0,7.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
492,1,55.0,0,0,30.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
493,1,71.0,0,0,49.5042,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
494,3,21.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
495,3,28.724890829694324,0,0,14.4583,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
496,1,54.0,1,0,78.2667,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
497,3,28.724890829694324,0,0,15.1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
498,1,25.0,1,2,151.55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
499,3,24.0,0,0,7.7958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
500,3,17.0,0,0,8.6625,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
501,3,21.0,0,0,7.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
502,3,16.1231884057971,0,0,7.6292,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
503,3,37.0,0,0,9.5875,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
504,1,16.0,0,0,86.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
505,1,18.0,1,0,108.9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
506,2,33.0,0,2,26.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
507,1,41.58045977011494,0,0,26.55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
508,3,28.0,0,0,22.525,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
509,3,26.0,0,0,56.4958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
510,3,29.0,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
511,3,28.724890829694324,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
512,1,36.0,0,0,26.2875,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
513,1,54.0,1,0,59.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
514,3,24.0,0,0,7.4958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
515,1,47.0,0,0,34.0208,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
516,2,34.0,0,0,10.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
517,3,28.724890829694324,0,0,24.15,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
518,2,36.0,1,0,26.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
519,3,32.0,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
520,1,30.0,0,0,93.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
521,3,22.0,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
522,3,28.724890829694324,0,0,7.225,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
523,1,44.0,0,1,57.9792,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
524,3,28.724890829694324,0,0,7.2292,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
525,3,40.5,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
526,2,50.0,0,0,10.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
527,1,41.58045977011494,0,0,221.7792,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
528,3,39.0,0,0,7.925,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
529,2,23.0,2,1,11.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
530,2,2.0,1,1,26.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
531,3,28.724890829694324,0,0,7.2292,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
532,3,17.0,1,1,7.2292,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
533,3,33.515151515151516,0,2,22.3583,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
534,3,30.0,0,0,8.6625,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
535,2,7.0,0,2,26.25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
536,1,45.0,0,0,26.55,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
537,1,30.0,0,0,106.425,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
538,3,28.724890829694324,0,0,14.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
